scenario,protocol,n_agents,run,denm_pdr,denm_ddl,bsm_pdr,emerg_p99,latency_p99,mean_cbr
cascade,C-V2X Mode 4,50,13,0.43136,0.21472,0.40864,100.404,100.760,0.2667
cascade,C-V2X Mode 4,50,14,0.48455,0.23208,0.41751,100.431,100.840,0.2667
cascade,C-V2X Mode 4,50,15,0.48308,0.23116,0.41251,100.990,100.781,0.2667
cascade,C-V2X Mode 4,50,16,0.49595,0.22693,0.42375,100.454,100.819,0.2667
cascade,C-V2X Mode 4,50,17,0.48921,0.23317,0.41046,100.415,100.829,0.2667
cascade,C-V2X Mode 4,50,18,0.49746,0.23253,0.41620,100.670,100.834,0.2667
cascade,C-V2X Mode 4,50,19,0.47021,0.21936,0.41231,100.692,100.845,0.2667
cascade,UDP,50,0,0.46505,0.46505,0.37455,9.529,9.254,0.2667
cascade,UDP,50,1,0.45688,0.45688,0.38064,8.608,9.204,0.2667
cascade,UDP,50,2,0.45989,0.45989,0.38061,8.988,9.198,0.2667
cascade,UDP,50,3,0.46654,0.46654,0.37277,9.060,9.202,0.2667
cascade,UDP,50,4,0.44800,0.44800,0.37457,9.078,9.180,0.2667
cascade,UDP,50,5,0.44894,0.44894,0.37140,9.979,9.175,0.2667
cascade,UDP,50,6,0.46267,0.46267,0.38002,8.828,9.300,0.2667
cascade,UDP,50,7,0.45624,0.45624,0.37388,9.527,9.164,0.2667
cascade,UDP,50,8,0.45290,0.45290,0.37113,8.604,9.244,0.2667
cascade,UDP,50,9,0.46434,0.46434,0.37672,8.747,9.255,0.2667
cascade,UDP,50,10,0.44488,0.44488,0.37467,9.047,9.220,0.2667
cascade,UDP,50,11,0.44985,0.44985,0.37969,9.627,9.136,0.2667
cascade,UDP,50,12,0.46237,0.46237,0.36605,8.665,9.205,0.2667
cascade,UDP,50,13,0.40832,0.40832,0.36784,9.570,9.290,0.2667
cascade,UDP,50,14,0.46351,0.46351,0.37675,10.515,9.375,0.2667
cascade,UDP,50,15,0.44891,0.44891,0.37329,10.053,9.125,0.2667
cascade,UDP,50,16,0.45937,0.45937,0.38201,9.322,9.290,0.2667
cascade,UDP,50,17,0.47182,0.47182,0.37153,8.435,9.260,0.2667
cascade,UDP,50,18,0.47522,0.47522,0.37674,9.441,9.244,0.2667
cascade,UDP,50,19,0.43737,0.43737,0.37389,9.109,9.336,0.2667
cascade,MQTT,50,0,0.43591,0.42895,0.34089,206.448,409.201,0.2667
cascade,MQTT,50,1,0.42989,0.41903,0.34552,209.079,408.941,0.2667
cascade,MQTT,50,2,0.43458,0.42571,0.34542,208.831,409.275,0.2667
cascade,MQTT,50,3,0.43895,0.42436,0.33819,208.833,409.183,0.2667
cascade,MQTT,50,4,0.41871,0.40761,0.34014,208.544,409.345,0.2667
cascade,MQTT,50,5,0.42341,0.41379,0.33809,207.071,409.472,0.2667
cascade,MQTT,50,6,0.43495,0.42387,0.34451,209.486,409.037,0.2667
cascade,MQTT,50,7,0.42375,0.41570,0.33746,207.156,409.824,0.2667
cascade,MQTT,50,8,0.42435,0.41615,0.33816,207.082,409.191,0.2667
cascade,MQTT,50,9,0.43369,0.42498,0.34186,208.867,408.627,0.2667
cascade,MQTT,50,10,0.41642,0.40922,0.34030,209.931,409.586,0.2667
cascade,MQTT,50,11,0.42421,0.41448,0.34554,207.590,409.493,0.2667
cascade,MQTT,50,12,0.43532,0.42326,0.33193,208.992,408.803,0.2667
cascade,MQTT,50,13,0.37568,0.36864,0.33337,208.172,410.144,0.2667
cascade,MQTT,50,14,0.42636,0.41519,0.34289,209.574,409.162,0.2667
cascade,MQTT,50,15,0.42178,0.41608,0.34003,206.263,408.585,0.2667
cascade,MQTT,50,16,0.44383,0.43315,0.34684,208.085,408.724,0.2667
cascade,MQTT,50,17,0.44122,0.43221,0.33784,208.312,409.281,0.2667
cascade,MQTT,50,18,0.43488,0.42471,0.34294,208.215,409.960,0.2667
cascade,MQTT,50,19,0.40352,0.39506,0.33882,208.944,408.921,0.2667
cascade,QDAP,75,0,0.43772,0.43772,0.40736,2.533,9.968,0.4000
cascade,QDAP,75,1,0.43968,0.43968,0.40679,2.807,10.061,0.4000
cascade,QDAP,75,2,0.45853,0.45853,0.41632,2.734,10.265,0.4000
cascade,QDAP,75,3,0.42919,0.42919,0.40622,3.000,10.092,0.4000
cascade,QDAP,75,4,0.45189,0.45189,0.40440,2.795,9.913,0.4000
cascade,QDAP,75,5,0.47252,0.47252,0.40530,2.832,10.002,0.4000
cascade,QDAP,75,6,0.40092,0.40092,0.40755,2.690,10.135,0.4000
cascade,QDAP,75,7,0.48433,0.48433,0.40830,3.000,9.981,0.4000
cascade,QDAP,75,8,0.40366,0.40366,0.40721,2.952,10.044,0.4000
cascade,QDAP,75,9,0.45405,0.45405,0.40721,2.751,9.990,0.4000
cascade,QDAP,75,10,0.43216,0.43216,0.41043,3.071,10.158,0.4000
cascade,QDAP,75,11,0.46646,0.46646,0.41380,2.913,10.157,0.4000
cascade,QDAP,75,12,0.45067,0.45067,0.40537,2.898,9.929,0.4000
cascade,QDAP,75,13,0.46841,0.46841,0.41016,3.048,10.057,0.4000
cascade,QDAP,75,14,0.46592,0.46592,0.40879,2.921,10.188,0.4000
cascade,QDAP,75,15,0.43246,0.43246,0.40706,2.692,10.047,0.4000
cascade,QDAP,75,16,0.40216,0.40216,0.41492,2.815,10.231,0.4000
cascade,QDAP,75,17,0.44875,0.44875,0.40195,2.883,9.904,0.4000
cascade,QDAP,75,18,0.44653,0.44653,0.40696,2.922,10.060,0.4000
cascade,QDAP,75,19,0.43618,0.43618,0.40640,2.961,9.981,0.4000
cascade,DSRC 802.11p,75,0,0.34365,0.34365,0.38721,2.520,2.466,0.4000
cascade,DSRC 802.11p,75,1,0.34450,0.34450,0.38628,2.421,2.520,0.4000
cascade,DSRC 802.11p,75,2,0.36724,0.36724,0.39591,2.277,2.497,0.4000
cascade,DSRC 802.11p,75,3,0.33828,0.33828,0.38704,2.362,2.506,0.4000
cascade,DSRC 802.11p,75,4,0.34830,0.34830,0.38515,2.408,2.502,0.4000
cascade,DSRC 802.11p,75,5,0.37389,0.37389,0.38578,2.482,2.502,0.4000
cascade,DSRC 802.11p,75,6,0.31152,0.31152,0.38743,2.625,2.509,0.4000
cascade,DSRC 802.11p,75,7,0.38747,0.38747,0.38882,2.553,2.471,0.4000
cascade,DSRC 802.11p,75,8,0.31909,0.31909,0.38685,2.336,2.475,0.4000
cascade,DSRC 802.11p,75,9,0.35885,0.35885,0.38742,2.347,2.484,0.4000
cascade,DSRC 802.11p,75,10,0.34992,0.34992,0.39035,2.266,2.484,0.4000
cascade,DSRC 802.11p,75,11,0.36364,0.36364,0.39344,2.477,2.491,0.4000
cascade,DSRC 802.11p,75,12,0.35201,0.35201,0.38478,2.440,2.503,0.4000
cascade,DSRC 802.11p,75,13,0.36290,0.36290,0.39061,2.840,2.501,0.4000
cascade,DSRC 802.11p,75,14,0.36173,0.36173,0.38917,2.521,2.481,0.4000
cascade,DSRC 802.11p,75,15,0.34030,0.34030,0.38640,2.579,2.474,0.4000
cascade,DSRC 802.11p,75,16,0.32038,0.32038,0.39460,2.444,2.505,0.4000
cascade,DSRC 802.11p,75,17,0.34580,0.34580,0.38135,2.551,2.508,0.4000
cascade,DSRC 802.11p,75,18,0.34646,0.34646,0.38717,2.218,2.495,0.4000
cascade,DSRC 802.11p,75,19,0.33848,0.33848,0.38632,2.409,2.506,0.4000
cascade,802.11bd,75,0,0.45766,0.45766,0.45763,1.508,1.494,0.4000
cascade,802.11bd,75,1,0.45872,0.45872,0.45732,1.351,1.506,0.4000
cascade,802.11bd,75,2,0.48540,0.48540,0.46766,1.585,1.500,0.4000
cascade,802.11bd,75,3,0.45295,0.45295,0.45618,1.489,1.504,0.4000
cascade,802.11bd,75,4,0.46386,0.46386,0.45447,1.442,1.502,0.4000
cascade,802.11bd,75,5,0.48870,0.48870,0.45530,1.555,1.501,0.4000
cascade,802.11bd,75,6,0.42558,0.42558,0.45814,1.600,1.505,0.4000
cascade,802.11bd,75,7,0.50552,0.50552,0.45719,1.499,1.492,0.4000
cascade,802.11bd,75,8,0.41280,0.41280,0.45721,1.439,1.494,0.4000
cascade,802.11bd,75,9,0.47993,0.47993,0.45809,1.459,1.494,0.4000
cascade,802.11bd,75,10,0.46671,0.46671,0.46068,1.477,1.490,0.4000
cascade,802.11bd,75,11,0.48698,0.48698,0.46317,1.480,1.502,0.4000
cascade,802.11bd,75,12,0.46596,0.46596,0.45478,1.610,1.492,0.4000
cascade,802.11bd,75,13,0.48181,0.48181,0.46168,1.434,1.499,0.4000
cascade,802.11bd,75,14,0.48078,0.48078,0.45922,1.437,1.493,0.4000
cascade,802.11bd,75,15,0.46016,0.46016,0.45644,1.574,1.497,0.4000
cascade,802.11bd,75,16,0.42417,0.42417,0.46471,1.479,1.502,0.4000
cascade,802.11bd,75,17,0.46655,0.46655,0.45108,1.595,1.507,0.4000
cascade,802.11bd,75,18,0.46096,0.46096,0.45750,1.433,1.504,0.4000
cascade,802.11bd,75,19,0.45415,0.45415,0.45629,1.475,1.497,0.4000
cascade,C-V2X Mode 4,75,0,0.42482,0.20619,0.41603,100.379,100.763,0.4000
cascade,C-V2X Mode 4,75,1,0.41972,0.20161,0.41539,100.610,100.803,0.4000
cascade,C-V2X Mode 4,75,2,0.44995,0.22057,0.42527,100.253,100.771,0.4000
cascade,C-V2X Mode 4,75,3,0.42348,0.20420,0.41456,100.365,100.832,0.4000
cascade,C-V2X Mode 4,75,4,0.42933,0.21938,0.41373,100.413,100.809,0.4000
cascade,C-V2X Mode 4,75,5,0.45745,0.21786,0.41323,100.577,100.787,0.4000
cascade,C-V2X Mode 4,75,6,0.38571,0.19654,0.41641,100.610,100.806,0.4000
cascade,C-V2X Mode 4,75,7,0.46734,0.22154,0.41612,100.548,100.798,0.4000
cascade,C-V2X Mode 4,75,8,0.38126,0.18560,0.41626,100.651,100.762,0.4000
cascade,C-V2X Mode 4,75,9,0.43935,0.21869,0.41637,100.219,100.772,0.4000
cascade,C-V2X Mode 4,75,10,0.43285,0.19719,0.41808,100.351,100.801,0.4000
cascade,C-V2X Mode 4,75,11,0.45256,0.22264,0.42230,100.521,100.756,0.4000
cascade,C-V2X Mode 4,75,12,0.43678,0.21167,0.41382,100.781,100.786,0.4000
cascade,C-V2X Mode 4,75,13,0.45203,0.21825,0.41934,100.319,100.781,0.4000
cascade,C-V2X Mode 4,75,14,0.44801,0.20926,0.41780,100.680,100.780,0.4000
cascade,C-V2X Mode 4,75,15,0.42270,0.20409,0.41587,100.450,100.786,0.4000
cascade,C-V2X Mode 4,75,16,0.39205,0.18490,0.42302,100.089,100.756,0.4000
cascade,C-V2X Mode 4,75,17,0.43253,0.20996,0.40914,100.252,100.815,0.4000
cascade,C-V2X Mode 4,75,18,0.42203,0.20838,0.41594,100.810,100.796,0.4000
cascade,C-V2X Mode 4,75,19,0.42005,0.20461,0.41436,100.433,100.814,0.4000
cascade,UDP,75,0,0.39456,0.39456,0.38377,9.154,9.229,0.4000
cascade,UDP,75,1,0.39771,0.39771,0.38307,9.071,9.207,0.4000
cascade,UDP,75,2,0.41983,0.41983,0.39314,9.212,9.196,0.4000
cascade,UDP,75,3,0.39242,0.39242,0.38271,9.018,9.265,0.4000
cascade,UDP,75,4,0.41114,0.41114,0.38123,9.798,9.253,0.4000
cascade,UDP,75,5,0.43595,0.43595,0.38268,9.261,9.130,0.4000
cascade,UDP,75,6,0.36866,0.36866,0.38350,10.293,9.165,0.4000
cascade,UDP,75,7,0.44462,0.44462,0.38549,8.804,9.306,0.4000
cascade,UDP,75,8,0.36389,0.36389,0.38301,8.397,9.180,0.4000
cascade,UDP,75,9,0.41698,0.41698,0.38427,8.853,9.265,0.4000
cascade,UDP,75,10,0.41073,0.41073,0.38663,9.228,9.173,0.4000
cascade,UDP,75,11,0.41990,0.41990,0.38959,9.225,9.184,0.4000
cascade,UDP,75,12,0.40713,0.40713,0.38216,10.148,9.261,0.4000
cascade,UDP,75,13,0.43012,0.43012,0.38640,9.250,9.162,0.4000
cascade,UDP,75,14,0.41918,0.41918,0.38539,9.655,9.191,0.4000
cascade,UDP,75,15,0.39069,0.39069,0.38275,10.026,9.156,0.4000
cascade,UDP,75,16,0.37452,0.37452,0.39126,8.712,9.250,0.4000
cascade,UDP,75,17,0.41045,0.41045,0.37872,8.674,9.361,0.4000
cascade,UDP,75,18,0.40394,0.40394,0.38365,9.633,9.179,0.4000
cascade,UDP,75,19,0.38917,0.38917,0.38251,9.863,9.174,0.4000
cascade,MQTT,75,0,0.35984,0.34975,0.34913,211.066,410.446,0.4000
cascade,MQTT,75,1,0.36583,0.35528,0.34936,211.703,410.749,0.4000
cascade,MQTT,75,2,0.39388,0.38392,0.35777,209.465,410.706,0.4000
cascade,MQTT,75,3,0.36455,0.35427,0.34887,210.344,410.499,0.4000
cascade,MQTT,75,4,0.37500,0.36602,0.34729,208.951,410.463,0.4000
cascade,MQTT,75,5,0.40913,0.40049,0.34793,208.959,409.886,0.4000
cascade,MQTT,75,6,0.34263,0.33226,0.34907,210.233,410.688,0.4000
cascade,MQTT,75,7,0.41439,0.40600,0.35125,210.085,410.547,0.4000
cascade,MQTT,75,8,0.33051,0.32069,0.34904,212.483,411.144,0.4000
cascade,MQTT,75,9,0.38627,0.37771,0.34942,209.918,410.447,0.4000
cascade,MQTT,75,10,0.37296,0.36305,0.35269,209.298,410.757,0.4000
cascade,MQTT,75,11,0.38923,0.38019,0.35579,208.910,410.545,0.4000
cascade,MQTT,75,12,0.37448,0.36475,0.34787,210.687,410.744,0.4000
cascade,MQTT,75,13,0.40247,0.39353,0.35138,210.940,410.484,0.4000
cascade,MQTT,75,14,0.38619,0.37789,0.35072,208.484,410.325,0.4000
cascade,MQTT,75,15,0.36073,0.34938,0.34875,210.173,410.961,0.4000
cascade,MQTT,75,16,0.33610,0.32959,0.35694,210.055,410.399,0.4000
cascade,MQTT,75,17,0.37644,0.36833,0.34466,209.215,410.756,0.4000
cascade,MQTT,75,18,0.36913,0.35837,0.35022,209.773,410.730,0.4000
cascade,MQTT,75,19,0.36290,0.35184,0.34940,210.132,410.715,0.4000
cascade,QDAP,100,0,0.49020,0.49020,0.41486,2.842,10.190,0.5333
cascade,QDAP,100,1,0.40038,0.40038,0.41427,2.656,10.267,0.5333
cascade,QDAP,100,2,0.47715,0.47715,0.42007,2.835,10.502,0.5333
cascade,QDAP,100,3,0.48068,0.48068,0.41316,2.605,10.321,0.5333
cascade,QDAP,100,4,0.45572,0.45572,0.41283,2.834,10.240,0.5333
cascade,QDAP,100,5,0.47911,0.47911,0.41312,2.956,10.274,0.5333
cascade,QDAP,100,6,0.46573,0.46573,0.41569,3.011,10.397,0.5333
cascade,QDAP,100,7,0.44897,0.44897,0.41293,2.692,10.294,0.5333
cascade,QDAP,100,8,0.45270,0.45270,0.41564,2.858,10.297,0.5333
cascade,QDAP,100,9,0.47797,0.47797,0.41409,2.869,10.250,0.5333
cascade,QDAP,100,10,0.40042,0.40042,0.41562,2.975,10.429,0.5333
cascade,QDAP,100,11,0.47453,0.47453,0.41693,2.844,10.362,0.5333
cascade,QDAP,100,12,0.46504,0.46504,0.41120,2.966,10.223,0.5333
cascade,QDAP,100,13,0.45707,0.45707,0.41565,2.963,10.319,0.5333
cascade,QDAP,100,14,0.47100,0.47100,0.41656,2.739,10.411,0.5333
cascade,QDAP,100,15,0.46222,0.46222,0.41573,2.811,10.268,0.5333
cascade,QDAP,100,16,0.46200,0.46200,0.41877,2.867,10.414,0.5333
cascade,QDAP,100,17,0.46660,0.46660,0.40933,2.867,10.118,0.5333
cascade,QDAP,100,18,0.45305,0.45305,0.41011,2.731,10.298,0.5333
cascade,QDAP,100,19,0.47167,0.47167,0.41333,2.922,10.283,0.5333
cascade,DSRC 802.11p,100,0,0.37847,0.37847,0.38927,2.460,2.499,0.5333
cascade,DSRC 802.11p,100,1,0.30603,0.30603,0.38782,2.681,2.518,0.5333
cascade,DSRC 802.11p,100,2,0.36623,0.36623,0.39335,2.333,2.511,0.5333
cascade,DSRC 802.11p,100,3,0.37778,0.37778,0.38712,2.596,2.500,0.5333
cascade,DSRC 802.11p,100,4,0.35326,0.35326,0.38707,2.513,2.514,0.5333
cascade,DSRC 802.11p,100,5,0.36852,0.36852,0.38751,2.429,2.522,0.5333
cascade,DSRC 802.11p,100,6,0.35973,0.35973,0.38958,2.556,2.505,0.5333
cascade,DSRC 802.11p,100,7,0.34623,0.34623,0.38756,2.372,2.490,0.5333
cascade,DSRC 802.11p,100,8,0.35367,0.35367,0.38921,2.477,2.504,0.5333
cascade,DSRC 802.11p,100,9,0.36409,0.36409,0.38840,2.617,2.519,0.5333
cascade,DSRC 802.11p,100,10,0.31340,0.31340,0.38871,2.512,2.502,0.5333
cascade,DSRC 802.11p,100,11,0.37231,0.37231,0.39125,2.290,2.510,0.5333
cascade,DSRC 802.11p,100,12,0.35733,0.35733,0.38434,2.576,2.516,0.5333
cascade,DSRC 802.11p,100,13,0.35196,0.35196,0.38929,2.448,2.497,0.5333
cascade,DSRC 802.11p,100,14,0.35996,0.35996,0.39049,2.584,2.510,0.5333
cascade,DSRC 802.11p,100,15,0.36283,0.36283,0.38978,2.397,2.498,0.5333
cascade,DSRC 802.11p,100,16,0.35867,0.35867,0.39168,2.670,2.509,0.5333
cascade,DSRC 802.11p,100,17,0.37311,0.37311,0.38363,2.514,2.499,0.5333
cascade,DSRC 802.11p,100,18,0.35369,0.35369,0.38317,2.545,2.503,0.5333
cascade,DSRC 802.11p,100,19,0.36651,0.36651,0.38769,2.404,2.505,0.5333
cascade,802.11bd,100,0,0.50425,0.50425,0.45875,1.556,1.512,0.5333
cascade,802.11bd,100,1,0.41922,0.41922,0.45887,1.543,1.511,0.5333
cascade,802.11bd,100,2,0.48395,0.48395,0.46441,1.599,1.516,0.5333
cascade,802.11bd,100,3,0.48904,0.48904,0.45758,1.514,1.507,0.5333
cascade,802.11bd,100,4,0.47434,0.47434,0.45743,1.469,1.508,0.5333
cascade,802.11bd,100,5,0.48951,0.48951,0.45747,1.416,1.508,0.5333
cascade,802.11bd,100,6,0.47655,0.47655,0.46007,1.589,1.512,0.5333
cascade,802.11bd,100,7,0.46592,0.46592,0.45750,1.506,1.508,0.5333
cascade,802.11bd,100,8,0.46310,0.46310,0.46035,1.463,1.510,0.5333
cascade,802.11bd,100,9,0.47465,0.47465,0.45893,1.551,1.505,0.5333
cascade,802.11bd,100,10,0.41567,0.41567,0.45952,1.470,1.508,0.5333
cascade,802.11bd,100,11,0.48639,0.48639,0.46203,1.547,1.499,0.5333
cascade,802.11bd,100,12,0.46999,0.46999,0.45544,1.485,1.516,0.5333
cascade,802.11bd,100,13,0.46218,0.46218,0.46107,1.481,1.514,0.5333
cascade,802.11bd,100,14,0.48475,0.48475,0.46137,1.495,1.512,0.5333
cascade,802.11bd,100,15,0.48145,0.48145,0.45996,1.593,1.512,0.5333
cascade,802.11bd,100,16,0.47301,0.47301,0.46303,1.561,1.521,0.5333
cascade,802.11bd,100,17,0.48187,0.48187,0.45321,1.452,1.508,0.5333
cascade,802.11bd,100,18,0.46887,0.46887,0.45469,1.504,1.512,0.5333
cascade,802.11bd,100,19,0.47716,0.47716,0.45810,1.402,1.514,0.5333
cascade,C-V2X Mode 4,100,0,0.46014,0.22607,0.41628,100.592,100.824,0.5333
cascade,C-V2X Mode 4,100,1,0.38759,0.18645,0.41600,100.854,100.797,0.5333
cascade,C-V2X Mode 4,100,2,0.45065,0.21590,0.42046,100.538,100.831,0.5333
cascade,C-V2X Mode 4,100,3,0.45608,0.22453,0.41423,100.435,100.796,0.5333
cascade,C-V2X Mode 4,100,4,0.44014,0.21778,0.41364,100.425,100.791,0.5333
cascade,C-V2X Mode 4,100,5,0.44823,0.21698,0.41462,100.323,100.821,0.5333
cascade,C-V2X Mode 4,100,6,0.44150,0.20838,0.41742,100.720,100.805,0.5333
cascade,C-V2X Mode 4,100,7,0.43134,0.20873,0.41390,100.349,100.779,0.5333
cascade,C-V2X Mode 4,100,8,0.43071,0.20879,0.41684,100.936,100.808,0.5333
cascade,C-V2X Mode 4,100,9,0.44722,0.21530,0.41473,100.598,100.814,0.5333
cascade,C-V2X Mode 4,100,10,0.38482,0.18547,0.41576,100.723,100.815,0.5333
cascade,C-V2X Mode 4,100,11,0.45298,0.21964,0.41820,100.385,100.813,0.5333
cascade,C-V2X Mode 4,100,12,0.43888,0.21457,0.41159,100.448,100.808,0.5333
cascade,C-V2X Mode 4,100,13,0.42709,0.20392,0.41692,100.390,100.786,0.5333
cascade,C-V2X Mode 4,100,14,0.44995,0.22207,0.41759,100.892,100.789,0.5333
cascade,C-V2X Mode 4,100,15,0.44316,0.20950,0.41638,100.836,100.788,0.5333
cascade,C-V2X Mode 4,100,16,0.43569,0.20753,0.41948,100.499,100.787,0.5333
cascade,C-V2X Mode 4,100,17,0.45149,0.21836,0.40973,100.406,100.781,0.5333
cascade,C-V2X Mode 4,100,18,0.43263,0.21249,0.41141,100.339,100.800,0.5333
cascade,C-V2X Mode 4,100,19,0.44708,0.21249,0.41442,100.751,100.810,0.5333
cascade,UDP,100,0,0.44642,0.44642,0.39214,9.734,9.191,0.5333
cascade,UDP,100,1,0.36928,0.36928,0.39050,9.116,9.178,0.5333
cascade,UDP,100,2,0.43503,0.43503,0.39641,9.570,9.191,0.5333
cascade,UDP,100,3,0.44253,0.44253,0.39010,9.849,9.251,0.5333
cascade,UDP,100,4,0.41473,0.41473,0.38985,9.251,9.141,0.5333
cascade,UDP,100,5,0.43078,0.43078,0.39029,9.248,9.231,0.5333
cascade,UDP,100,6,0.43377,0.43377,0.39213,8.402,9.256,0.5333
cascade,UDP,100,7,0.40599,0.40599,0.39006,9.172,9.179,0.5333
cascade,UDP,100,8,0.41316,0.41316,0.39177,8.789,9.188,0.5333
cascade,UDP,100,9,0.44007,0.44007,0.39057,9.785,9.203,0.5333
cascade,UDP,100,10,0.36609,0.36609,0.39178,9.641,9.224,0.5333
cascade,UDP,100,11,0.42776,0.42776,0.39413,9.079,9.236,0.5333
cascade,UDP,100,12,0.42298,0.42298,0.38793,9.303,9.233,0.5333
cascade,UDP,100,13,0.41363,0.41363,0.39250,8.581,9.260,0.5333
cascade,UDP,100,14,0.43155,0.43155,0.39352,8.533,9.248,0.5333
cascade,UDP,100,15,0.42376,0.42376,0.39250,9.767,9.183,0.5333
cascade,UDP,100,16,0.42366,0.42366,0.39479,9.288,9.258,0.5333
cascade,UDP,100,17,0.43118,0.43118,0.38625,8.978,9.190,0.5333
cascade,UDP,100,18,0.40881,0.40881,0.38658,9.166,9.172,0.5333
cascade,UDP,100,19,0.43047,0.43047,0.39062,9.221,9.142,0.5333
cascade,MQTT,100,0,0.41800,0.40869,0.35848,209.604,412.206,0.5333
cascade,MQTT,100,1,0.33904,0.33143,0.35642,210.572,412.892,0.5333
cascade,MQTT,100,2,0.39783,0.39001,0.36188,209.740,412.196,0.5333
cascade,MQTT,100,3,0.41024,0.40087,0.35640,209.978,412.055,0.5333
cascade,MQTT,100,4,0.38865,0.37917,0.35509,211.309,413.045,0.5333
cascade,MQTT,100,5,0.40997,0.40023,0.35583,210.047,411.972,0.5333
cascade,MQTT,100,6,0.39323,0.38395,0.35791,210.480,413.022,0.5333
cascade,MQTT,100,7,0.38271,0.37312,0.35581,211.700,412.106,0.5333
cascade,MQTT,100,8,0.38367,0.37362,0.35729,210.703,412.404,0.5333
cascade,MQTT,100,9,0.40432,0.39468,0.35595,210.628,412.636,0.5333
cascade,MQTT,100,10,0.34616,0.33853,0.35752,210.880,412.345,0.5333
cascade,MQTT,100,11,0.40421,0.39352,0.35991,211.807,412.245,0.5333
cascade,MQTT,100,12,0.38673,0.37733,0.35389,212.664,412.084,0.5333
cascade,MQTT,100,13,0.37871,0.37138,0.35762,209.073,412.374,0.5333
cascade,MQTT,100,14,0.39592,0.38681,0.35856,210.793,412.580,0.5333
cascade,MQTT,100,15,0.39772,0.38581,0.35776,212.748,412.375,0.5333
cascade,MQTT,100,16,0.39047,0.37981,0.35986,211.298,412.217,0.5333
cascade,MQTT,100,17,0.39930,0.38990,0.35263,210.063,412.000,0.5333
cascade,MQTT,100,18,0.38602,0.37666,0.35265,210.932,412.905,0.5333
cascade,MQTT,100,19,0.39724,0.38761,0.35616,211.098,412.462,0.5333
